Instituicao;UF;Campus;AnoCriacaoCampus;MatriculaTotalPresencialEqualizada;MatriculaTotalEadEqualizada;MatriculaTotalEadMoocEqualizada;MatriculaTotalEadFpEqualizada
INSTITUTO FEDERAL DO NORTE DE MINAS GERAIS;MG;CAMPUS ARAÇUAÍ;2010;2076.05842;;;14.875
INSTITUTO FEDERAL DO NORTE DE MINAS GERAIS;MG;CAMPUS ARINOS;2010;2390.59691;3.57425;;1153.046
INSTITUTO FEDERAL DO NORTE DE MINAS GERAIS;MG;CAMPUS DIAMANTINA;2016;869.5758;;;458.3883
INSTITUTO FEDERAL DO NORTE DE MINAS GERAIS;MG;CAMPUS JANAÚBA;2015;725.37835;77.8225;;10
INSTITUTO FEDERAL DO NORTE DE MINAS GERAIS;MG;CAMPUS JANUÁRIA;2009;5276.94207;159.4955;;
INSTITUTO FEDERAL DO NORTE DE MINAS GERAIS;MG;CAMPUS MONTES CLAROS;2010;2806.74301;10.7;;14.875
INSTITUTO FEDERAL DO NORTE DE MINAS GERAIS;MG;CAMPUS PIRAPORA;2010;1997.9528;75;;278.07996
INSTITUTO FEDERAL DO NORTE DE MINAS GERAIS;MG;CAMPUS PORTEIRINHA;2016;793.18345;;;51.76635
INSTITUTO FEDERAL DO NORTE DE MINAS GERAIS;MG;CAMPUS SALINAS;2009;4959.07585;;;25.075
INSTITUTO FEDERAL DO NORTE DE MINAS GERAIS;MG;CAMPUS TEÓFILO OTONI;2016;1444.09373;8.1775;;1044.82743
INSTITUTO FEDERAL DO NORTE DE MINAS GERAIS;MG;CENTRO DE REFERÊNCIA CORINTO;;;;;68.02685
INSTITUTO FEDERAL DO NORTE DE MINAS GERAIS;MG;CENTRO DE REFERÊNCIA EM EDUCAÇÃO A DISTÂNCIA;;42.975;1954.9673;;229.1381
INSTITUTO FEDERAL DO SUDESTE DE MINAS GERAIS;MG;CAMPUS AVANÇADO CATAGUASES;2015;126.08655;;;5.3538
INSTITUTO FEDERAL DO SUDESTE DE MINAS GERAIS;MG;CAMPUS AVANÇADO UBÁ;2015;42.4385;;;179.74815
INSTITUTO FEDERAL DO SUDESTE DE MINAS GERAIS;MG;CAMPUS BARBACENA;2009;4665.47888;;;5.6316
INSTITUTO FEDERAL DO SUDESTE DE MINAS GERAIS;MG;CAMPUS BOM SUCESSO;2014;277.33855;;;108.16325
INSTITUTO FEDERAL DO SUDESTE DE MINAS GERAIS;MG;CAMPUS JUIZ DE FORA;2009;4768.439;74.0445;;
INSTITUTO FEDERAL DO SUDESTE DE MINAS GERAIS;MG;CAMPUS MANHUAÇU;2015;418.28552;;;
INSTITUTO FEDERAL DO SUDESTE DE MINAS GERAIS;MG;CAMPUS MURIAÉ;2010;2149.09259;;;
INSTITUTO FEDERAL DO SUDESTE DE MINAS GERAIS;MG;CAMPUS RIO POMBA;2009;3944.56828;;;778.99571
INSTITUTO FEDERAL DO SUDESTE DE MINAS GERAIS;MG;CAMPUS SANTOS DUMONT;2013;1322.254;;;20.8968
INSTITUTO FEDERAL DO SUDESTE DE MINAS GERAIS;MG;CAMPUS SÃO JOÃO DEL REI;2013;1593.8507;;;58.94455
INSTITUTO FEDERAL DO SUL MINAS GERAIS;MG;CAMPUS CARMO DE MINAS;2014;637.6636;917.4584;;1567.6879
INSTITUTO FEDERAL DO SUL MINAS GERAIS;MG;CAMPUS INCONFIDENTES;2009;5021.26486;567.66735;;2210.62275
INSTITUTO FEDERAL DO SUL MINAS GERAIS;MG;CAMPUS MACHADO;2009;5611.33347;13.23;;2235.60325
INSTITUTO FEDERAL DO SUL MINAS GERAIS;MG;CAMPUS MUZAMBINHO;2009;6395.96738;0;;6005.91913
INSTITUTO FEDERAL DO SUL MINAS GERAIS;MG;CAMPUS PASSOS;2013;1727.3652;9.4357;;883.34775
INSTITUTO FEDERAL DO SUL MINAS GERAIS;MG;CAMPUS POÇOS DE CALDAS;2013;1980.12803;592.1804;;1343.5244
INSTITUTO FEDERAL DO SUL MINAS GERAIS;MG;CAMPUS POUSO ALEGRE;2013;2386.1915;686.2629;;1514.9572
INSTITUTO FEDERAL DO SUL MINAS GERAIS;MG;CAMPUS TRÊS CORAÇÕES;2014;778.76085;0.6732;;708.62305
INSTITUTO FEDERAL DO SUL MINAS GERAIS;MG;CENTRO DE REFERÊNCIA ALTEROSA;;;;;
INSTITUTO FEDERAL DO SUL MINAS GERAIS;MG;CENTRO DE REFERÊNCIA ANDRELÂNDIA;;;;;
INSTITUTO FEDERAL DO SUL MINAS GERAIS;MG;CENTRO DE REFERÊNCIA CAMBUQUIRA;;;;;
INSTITUTO FEDERAL DO SUL MINAS GERAIS;MG;CENTRO DE REFERÊNCIA CAPETINGA;;;;;
INSTITUTO FEDERAL DO SUL MINAS GERAIS;MG;CENTRO DE REFERÊNCIA CRUZÍLIA;;;;;
INSTITUTO FEDERAL DO SUL MINAS GERAIS;MG;CENTRO DE REFERÊNCIA GUARANÉSIA;;;;;
INSTITUTO FEDERAL DO SUL MINAS GERAIS;MG;CENTRO DE REFERENCIA ITANHANDU;;;;;
INSTITUTO FEDERAL DO SUL MINAS GERAIS;MG;CENTRO DE REFERÊNCIA LAMBARI;;;;;
INSTITUTO FEDERAL DO SUL MINAS GERAIS;MG;CENTRO DE REFERÊNCIA MONTE SANTO DE MINAS;;;;;
INSTITUTO FEDERAL DO TRIANGULO MINEIRO;MG;CAMPUS AVANÇADO CAMPINA VERDE;2014;514.46506;;;18.4487
INSTITUTO FEDERAL DO TRIANGULO MINEIRO;MG;CAMPUS ITUIUTABA;2010;2332.85164;;;0
INSTITUTO FEDERAL DO TRIANGULO MINEIRO;MG;CAMPUS PARACATU;2010;2263.96455;;;
INSTITUTO FEDERAL DO TRIANGULO MINEIRO;MG;CAMPUS PATOS DE MINAS;2013;1546.45346;;;9.375
INSTITUTO FEDERAL DO TRIANGULO MINEIRO;MG;CAMPUS PATROCÍNIO;2013;1542.55333;;;7.5
INSTITUTO FEDERAL DO TRIANGULO MINEIRO;MG;CAMPUS UBERABA;2009;4316.52919;;;
INSTITUTO FEDERAL DO TRIANGULO MINEIRO;MG;CAMPUS UBERABA PARQUE TECNOLÓGICO;2015;1537.55501;2313.364;;93.1952
INSTITUTO FEDERAL DO TRIANGULO MINEIRO;MG;CAMPUS UBERLÂNDIA;2009;3918.56292;;;14.42225
INSTITUTO FEDERAL DO TRIANGULO MINEIRO;MG;CAMPUS UBERLÂNDIA CENTRO;2013;1160.756;;;
INSTITUTO FEDERAL DE MATO GROSSO DO SUL;MS;CAMPUS AQUIDAUANA;2011;2013.7392;;208.5188;176.32165
INSTITUTO FEDERAL DE MATO GROSSO DO SUL;MS;CAMPUS CAMPO GRANDE;2011;4233.05512;33.9708;858.9689;410.2277
INSTITUTO FEDERAL DE MATO GROSSO DO SUL;MS;CAMPUS CORUMBÁ;2011;2028.2049;48.26325;238.1563;274.11225
INSTITUTO FEDERAL DE MATO GROSSO DO SUL;MS;CAMPUS COXIM;2011;1852.05233;;108.8938;377.5102
INSTITUTO FEDERAL DE MATO GROSSO DO SUL;MS;CAMPUS DOURADOS;2016;1355.5438;51.45435;204.6688;263.1708
INSTITUTO FEDERAL DE MATO GROSSO DO SUL;MS;CAMPUS JARDIM;2016;1398.6574;13.4084;73.6251;251.5452
INSTITUTO FEDERAL DE MATO GROSSO DO SUL;MS;CAMPUS NAVIRAÍ;2016;2820.89829;0.3366;135.4876;51.2994
INSTITUTO FEDERAL DE MATO GROSSO DO SUL;MS;CAMPUS NOVA ANDRADINA;2010;2431.19334;;;131.81675
INSTITUTO FEDERAL DE MATO GROSSO DO SUL;MS;CAMPUS PONTA PORÃ;2011;2971.63137;;;1295.91585
INSTITUTO FEDERAL DE MATO GROSSO DO SUL;MS;CAMPUS TRÊS LAGOAS;2011;2241.98;;;483.508
INSTITUTO FEDERAL DE MATO GROSSO;MT;CAMPUS ALTA FLORESTA;2015;2340.50493;;;69.0468
INSTITUTO FEDERAL DE MATO GROSSO;MT;CAMPUS AVANÇADO LUCAS DO RIO VERDE;2016;906.7105;;;
INSTITUTO FEDERAL DE MATO GROSSO;MT;CAMPUS BARRA DO GARÇAS;2010;1878.76414;;;67.6807
INSTITUTO FEDERAL DE MATO GROSSO;MT;CAMPUS CÁCERES;2009;2890.1536;;;103.4061
INSTITUTO FEDERAL DE MATO GROSSO;MT;CAMPUS CAMPO NOVO DO PARECIS;2009;3179.99622;;;28.4689
INSTITUTO FEDERAL DE MATO GROSSO;MT;CAMPUS CAMPO VERDE;2024;;;;
INSTITUTO FEDERAL DE MATO GROSSO;MT;CAMPUS CONFRESA;2010;3361.60124;;;40.5015
INSTITUTO FEDERAL DE MATO GROSSO;MT;CAMPUS CUIABÁ;2009;8198.22942;2080.5306;;
INSTITUTO FEDERAL DE MATO GROSSO;MT;CAMPUS CUIABÁ BELA VISTA;2009;1897.7724;894.0075;;144.72925
INSTITUTO FEDERAL DE MATO GROSSO;MT;CAMPUS DIAMANTINO;2014;1406.83626;;;102.61695
INSTITUTO FEDERAL DE MATO GROSSO;MT;CAMPUS GUARANTÃ DO NORTE;2016;1468.97729;57.6232;;216.9769
INSTITUTO FEDERAL DE MATO GROSSO;MT;CAMPUS JUÍNA;2010;2254.43969;;;60.7809
INSTITUTO FEDERAL DE MATO GROSSO;MT;CAMPUS PONTES E LACERDA;2009;1826.5495;;;87.3169
INSTITUTO FEDERAL DE MATO GROSSO;MT;CAMPUS PRIMAVERA DO LESTE;2013;2709.85675;;;50.51895
INSTITUTO FEDERAL DE MATO GROSSO;MT;CAMPUS RONDONÓPOLIS;2010;1761.32445;;;222.99395
INSTITUTO FEDERAL DE MATO GROSSO;MT;CAMPUS SÃO VICENTE;2009;5336.66845;41.69185;;
INSTITUTO FEDERAL DE MATO GROSSO;MT;CAMPUS SINOP;2016;896.01585;37.85375;;133.72385
INSTITUTO FEDERAL DE MATO GROSSO;MT;CAMPUS SORRISO;2013;2667.86352;48.94035;;5.5
INSTITUTO FEDERAL DE MATO GROSSO;MT;CAMPUS TANGARÁ DA SERRA;2014;674.8388;;;59.3037
INSTITUTO FEDERAL DE MATO GROSSO;MT;CAMPUS VÁRZEA GRANDE;2013;1487.26465;16.8613;;162.5454
INSTITUTO FEDERAL DO PARÁ;PA;CAMPUS ABAETETUBA;2009;3070.67566;283.03545;;
INSTITUTO FEDERAL DO PARÁ;PA;CAMPUS ALTAMIRA;2009;953.99935;;;
INSTITUTO FEDERAL DO PARÁ;PA;CAMPUS ANANINDEUA;2016;919.27635;;;
INSTITUTO FEDERAL DO PARÁ;PA;CAMPUS BELÉM;2009;8825.31903;;;22.95
INSTITUTO FEDERAL DO PARÁ;PA;CAMPUS BRAGANÇA;2009;4298.86262;118.575;;
INSTITUTO FEDERAL DO PARÁ;PA;CAMPUS BREVES;2013;1705.92017;;;
INSTITUTO FEDERAL DO PARÁ;PA;CAMPUS CAMETÁ;2016;1415.65738;;;
INSTITUTO FEDERAL DO PARÁ;PA;CAMPUS CASTANHAL;2009;4849.10935;;;22.5
INSTITUTO FEDERAL DO PARÁ;PA;CAMPUS CONCEIÇÃO DO ARAGUAIA;2010;2787.09587;;;10.8
INSTITUTO FEDERAL DO PARÁ;PA;CAMPUS ITAITUBA;2010;1980.39752;;;
INSTITUTO FEDERAL DO PARÁ;PA;CAMPUS MARABÁ INDUSTRIAL;2009;2064.1612;;;
INSTITUTO FEDERAL DO PARÁ;PA;CAMPUS MARABÁ RURAL;2009;2565.32164;;;
INSTITUTO FEDERAL DO PARÁ;PA;CAMPUS ÓBIDOS;2013;1457.85266;;;
INSTITUTO FEDERAL DO PARÁ;PA;CAMPUS PARAGOMINAS;2016;1918.1226;;;
INSTITUTO FEDERAL DO PARÁ;PA;CAMPUS PARAUAPEBAS;2014;1876.05595;;;0
INSTITUTO FEDERAL DO PARÁ;PA;CAMPUS SANTARÉM;2010;3096.10626;;;
INSTITUTO FEDERAL DO PARÁ;PA;CAMPUS TUCURUÍ;2009;2857.17681;;;
INSTITUTO FEDERAL DO PARÁ;PA;CAMPUS VIGIA;2014;458.45808;;;
INSTITUTO FEDERAL DA PARAIBA;PB;CAMPUS AVANÇADO AREIA;2020;367.92165;;;
INSTITUTO FEDERAL DA PARAIBA;PB;CAMPUS AVANÇADO JOÃO PESSOA MANGABEIRA;2016;134.0174;;;9.15
INSTITUTO FEDERAL DA PARAIBA;PB;CAMPUS AVANÇADO SOLEDADE;2016;122.6441;;;
INSTITUTO FEDERAL DA PARAIBA;PB;CAMPUS CABEDELO;2009;3523.55662;73.5008;;45.6562
INSTITUTO FEDERAL DA PARAIBA;PB;CAMPUS CABEDELO CENTRO;2015;345.2527;59.222;;241.0597
INSTITUTO FEDERAL DA PARAIBA;PB;CAMPUS CAJAZEIRAS;2009;4023.8459;0;;5
INSTITUTO FEDERAL DA PARAIBA;PB;CAMPUS CAMPINA GRANDE;2009;7164.41273;;;841.319
INSTITUTO FEDERAL DA PARAIBA;PB;CAMPUS CATOLÉ DO ROCHA;2015;1365.9663;;;
INSTITUTO FEDERAL DA PARAIBA;PB;CAMPUS ESPERANÇA;2016;938.1774;;;
INSTITUTO FEDERAL DA PARAIBA;PB;CAMPUS GUARABIRA;2013;1106.13435;;;
INSTITUTO FEDERAL DA PARAIBA;PB;CAMPUS ITABAIANA;2016;1072.22685;;;
INSTITUTO FEDERAL DA PARAIBA;PB;CAMPUS ITAPORANGA;2016;1127.52085;;;
INSTITUTO FEDERAL DA PARAIBA;PB;CAMPUS JOÃO PESSOA;2009;11459.42378;0;;1029.54393
INSTITUTO FEDERAL DA PARAIBA;PB;CAMPUS MONTEIRO;2009;1780.6359;;;
INSTITUTO FEDERAL DA PARAIBA;PB;CAMPUS PATOS;2009;2936.4016;40.3632;;
INSTITUTO FEDERAL DA PARAIBA;PB;CAMPUS PEDRAS DE FOGO;2020;390.6525;;;
INSTITUTO FEDERAL DA PARAIBA;PB;CAMPUS PICUÍ;2009;1760.50335;;;609.944
INSTITUTO FEDERAL DA PARAIBA;PB;CAMPUS PRINCESA ISABEL;2009;1396.2875;;;3
INSTITUTO FEDERAL DA PARAIBA;PB;CAMPUS SANTA LUZIA;2017;521.37775;;;
INSTITUTO FEDERAL DA PARAIBA;PB;CAMPUS SANTA RITA;2016;908.23185;;;
INSTITUTO FEDERAL DA PARAIBA;PB;CAMPUS SOUSA;2009;3625.58224;;;595.55825
INSTITUTO FEDERAL DE PERNAMBUCO;PE;CAMPUS ABREU E LIMA;2018;1133.32225;;;34.9325
INSTITUTO FEDERAL DE PERNAMBUCO;PE;CAMPUS AFOGADOS DA INGAZEIRA;2010;1656.08724;;;
INSTITUTO FEDERAL DE PERNAMBUCO;PE;CAMPUS BARREIROS;2009;2435.52901;;;
INSTITUTO FEDERAL DE PERNAMBUCO;PE;CAMPUS BELO JARDIM;2009;2207.86119;;;0
INSTITUTO FEDERAL DE PERNAMBUCO;PE;CAMPUS CABO DE SANTO AGOSTINHO;2016;1093.6314;;;
INSTITUTO FEDERAL DE PERNAMBUCO;PE;CAMPUS CARUARU;2010;2070.24565;;;4.0108
INSTITUTO FEDERAL DE PERNAMBUCO;PE;CAMPUS GARANHUNS;2010;2139.43255;;;
INSTITUTO FEDERAL DE PERNAMBUCO;PE;CAMPUS IGARASSU;2013;658.0087;;;
INSTITUTO FEDERAL DE PERNAMBUCO;PE;CAMPUS IPOJUCA;2009;2111.6435;;;
INSTITUTO FEDERAL DE PERNAMBUCO;PE;CAMPUS JABOATÃO DOS GUARARAPES;2013;842.7403;;;
INSTITUTO FEDERAL DE PERNAMBUCO;PE;CAMPUS OLINDA;2016;840.52417;;;
INSTITUTO FEDERAL DE PERNAMBUCO;PE;CAMPUS PALMARES;2014;591.0186;;;
INSTITUTO FEDERAL DE PERNAMBUCO;PE;CAMPUS PAULISTA;2016;872.81165;;;
INSTITUTO FEDERAL DE PERNAMBUCO;PE;CAMPUS PESQUEIRA;2009;2433.98015;;;5.099
INSTITUTO FEDERAL DE PERNAMBUCO;PE;CAMPUS RECIFE;2009;10461.29863;1214.1527;;40.87395
INSTITUTO FEDERAL DE PERNAMBUCO;PE;CAMPUS VITÓRIA DE SANTO ANTÃO;2009;4686.35574;;;
INSTITUTO FEDERAL DO SERTAO PERNAMBUCANO;PE;CAMPUS FLORESTA;2010;1988.53257;72.83425;;1.11375
INSTITUTO FEDERAL DO SERTAO PERNAMBUCANO;PE;CAMPUS OURICURI;2009;2260.05964;11.0715;;17.103
INSTITUTO FEDERAL DO SERTAO PERNAMBUCANO;PE;CAMPUS PETROLINA;2009;4308.8235;373.1878;;193.5533
INSTITUTO FEDERAL DO SERTAO PERNAMBUCANO;PE;CAMPUS PETROLINA ZONA RURAL;2009;4044.99869;;;27.85775
INSTITUTO FEDERAL DO SERTAO PERNAMBUCANO;PE;CAMPUS SALGUEIRO;2009;1838.92536;;;34.9032
INSTITUTO FEDERAL DO SERTAO PERNAMBUCANO;PE;CAMPUS SANTA MARIA DA BOA VISTA;2014;1397.77053;;;1.6841
INSTITUTO FEDERAL DO SERTAO PERNAMBUCANO;PE;CAMPUS SERRA TALHADA;2014;1458.66705;9.368;;40.9861
INSTITUTO FEDERAL DO PIAUI;PI;CAMPUS ANGICAL DO PIAUÍ;2010;2029.51825;2.8501;;
INSTITUTO FEDERAL DO PIAUI;PI;CAMPUS CAMPO MAIOR;2014;1686.52402;1.7981;;
INSTITUTO FEDERAL DO PIAUI;PI;CAMPUS COCAL;2014;2008.63003;9.8336;;
INSTITUTO FEDERAL DO PIAUI;PI;CAMPUS CORRENTE;2010;2509.31595;;;
INSTITUTO FEDERAL DO PIAUI;PI;CAMPUS FLORIANO;2009;2908.26465;;;
INSTITUTO FEDERAL DO PIAUI;PI;CAMPUS JOSÉ DE FREITAS;2016;1053.73913;36.2064;;
INSTITUTO FEDERAL DO PIAUI;PI;CAMPUS OEIRAS;2013;2179.81885;;;
INSTITUTO FEDERAL DO PIAUI;PI;CAMPUS PARNAÍBA;2009;2270.00906;22.4299;;
INSTITUTO FEDERAL DO PIAUI;PI;CAMPUS PAULISTANA;2010;2245.11009;4.8627;;
INSTITUTO FEDERAL DO PIAUI;PI;CAMPUS PEDRO II;2013;1547.96455;6.1986;;
INSTITUTO FEDERAL DO PIAUI;PI;CAMPUS PICOS;2009;2260.44353;;;
INSTITUTO FEDERAL DO PIAUI;PI;CAMPUS PIO IX;2014;944.75739;90.1577;;
INSTITUTO FEDERAL DO PIAUI;PI;CAMPUS PIRIPIRI;2010;1755.93085;;;
INSTITUTO FEDERAL DO PIAUI;PI;CAMPUS SÃO JOÃO DO PIAUÍ;2013;2145.00086;;;
INSTITUTO FEDERAL DO PIAUI;PI;CAMPUS SÃO RAIMUNDO NONATO;2010;1596.8057;11.7655;;
INSTITUTO FEDERAL DO PIAUI;PI;CAMPUS TERESINA CENTRAL;2009;10300.45548;1707.706;;327.9235
INSTITUTO FEDERAL DO PIAUI;PI;CAMPUS TERESINA DIRCEU ARCOVERDE;2014;606.05655;40.3469;;0
INSTITUTO FEDERAL DO PIAUI;PI;CAMPUS TERESINA ZONA SUL;2009;3881.15435;;;16.8567
INSTITUTO FEDERAL DO PIAUI;PI;CAMPUS URUÇUÍ;2010;2934.07426;;;
INSTITUTO FEDERAL DO PIAUI;PI;CAMPUS VALENÇA DO PIAUÍ;2014;2159.81056;;;0
INSTITUTO FEDERAL DO PARANA;PR;CAMPUS ASSIS CHATEAUBRIAND;2013;1816.1501;;;
INSTITUTO FEDERAL DO PARANA;PR;CAMPUS ASTORGA;2015;367.12355;;;7.3068
INSTITUTO FEDERAL DO PARANA;PR;CAMPUS AVANÇADO ARAPONGAS;2018;138.0255;;;29.2702
INSTITUTO FEDERAL DO PARANA;PR;CAMPUS AVANÇADO BARRACÃO;2014;432.2914;1.2578;;
INSTITUTO FEDERAL DO PARANA;PR;CAMPUS AVANÇADO GOIOERÊ;2015;356.4732;6.2508;;
INSTITUTO FEDERAL DO PARANA;PR;CAMPUS AVANÇADO QUEDAS DO IGUAÇU;2015;373.4359;5.9078;;
INSTITUTO FEDERAL DO PARANA;PR;CAMPUS CAMPO LARGO;2013;2711.35052;;;79.55665
INSTITUTO FEDERAL DO PARANA;PR;CAMPUS CAPANEMA;2015;637.72085;;;13.2015
INSTITUTO FEDERAL DO PARANA;PR;CAMPUS CASCAVEL;2014;1228.8147;;;7.4
INSTITUTO FEDERAL DO PARANA;PR;CAMPUS COLOMBO;2016;1129.8014;;;807.75025
INSTITUTO FEDERAL DO PARANA;PR;CAMPUS CORONEL VIVIDA;2015;466.12595;;;
INSTITUTO FEDERAL DO PARANA;PR;CAMPUS CURITIBA;2009;4259.91623;0;;1075.9977
INSTITUTO FEDERAL DO PARANA;PR;CAMPUS FOZ DO IGUAÇU;2010;2420.28455;;;14.52195
INSTITUTO FEDERAL DO PARANA;PR;CAMPUS IRATI;2013;1760.39102;;;4.169
INSTITUTO FEDERAL DO PARANA;PR;CAMPUS IVAIPORÃ;2013;1348.05663;;;
INSTITUTO FEDERAL DO PARANA;PR;CAMPUS JACAREZINHO;2010;1681.3595;;;
INSTITUTO FEDERAL DO PARANA;PR;CAMPUS JAGUARIAÍVA;2015;946.09105;;;46.2054
INSTITUTO FEDERAL DO PARANA;PR;CAMPUS LONDRINA;2013;1445.1801;;;23.0676
INSTITUTO FEDERAL DO PARANA;PR;CAMPUS PALMAS;2013;4258.97436;;;23.97125
INSTITUTO FEDERAL DO PARANA;PR;CAMPUS PARANAGUÁ;2009;1815.66354;;;967.4379
INSTITUTO FEDERAL DO PARANA;PR;CAMPUS PARANAVAÍ;2010;2087.94622;;;16.3708
INSTITUTO FEDERAL DO PARANA;PR;CAMPUS PINHAIS;2015;713.5571;;;5.031
INSTITUTO FEDERAL DO PARANA;PR;CAMPUS PITANGA;2015;1088.79571;;;
INSTITUTO FEDERAL DO PARANA;PR;CAMPUS TELÊMACO BORBA;2010;2363.00335;;;
INSTITUTO FEDERAL DO PARANA;PR;CAMPUS UMUARAMA;2010;2051.45281;;;
INSTITUTO FEDERAL DO PARANA;PR;CAMPUS UNIÃO DA VITÓRIA;2015;999.29828;;;
CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA CELSO SUCKOW DA FONSECA;RJ;UNED ANGRA DOS REIS;2010;1051.17525;;;
CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA CELSO SUCKOW DA FONSECA;RJ;UNED ITAGUAÍ;2010;2312.08815;;;
CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA CELSO SUCKOW DA FONSECA;RJ;UNED MARIA DA GRAÇA;2006;1220.75675;;;
CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA CELSO SUCKOW DA FONSECA;RJ;UNED NOVA FRIBURGO;2008;1044.66515;;;
CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA CELSO SUCKOW DA FONSECA;RJ;UNED NOVA IGUAÇU;2003;3353.51577;;;
CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA CELSO SUCKOW DA FONSECA;RJ;UNED PETRÓPOLIS;2008;1103.3403;;;
CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA CELSO SUCKOW DA FONSECA;RJ;UNED VALENÇA;2009;946.85305;;;
CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA CELSO SUCKOW DA FONSECA;RJ;UNIDADE MARACANÃ;1978;12524.50637;;;3408.03075
COLEGIO PEDRO II;RJ;CAMPUS CENTRO;2016;1854.2469;;;32.85
COLEGIO PEDRO II;RJ;CAMPUS DUQUE DE CAXIAS;2016;1051.1676;;;
COLEGIO PEDRO II;RJ;CAMPUS ENGENHO NOVO I;2016;1045.99;;;1.4565
COLEGIO PEDRO II;RJ;CAMPUS ENGENHO NOVO II;2016;2049.1407;;;2.977
COLEGIO PEDRO II;RJ;CAMPUS HUMAITÁ I;2016;1032.2176;;;
COLEGIO PEDRO II;RJ;CAMPUS HUMAITÁ II;2016;2459.5752;;;5.2215
COLEGIO PEDRO II;RJ;CAMPUS NITERÓI;2016;943.87365;;;
COLEGIO PEDRO II;RJ;CAMPUS REALENGO I;2016;1360.0408;;;
COLEGIO PEDRO II;RJ;CAMPUS REALENGO II;2016;4525.5703;;;0.8389
COLEGIO PEDRO II;RJ;CAMPUS SÃO CRISTÓVÃO I;2016;2189.7012;;;2.1625
COLEGIO PEDRO II;RJ;CAMPUS SÃO CRISTÓVÃO II;2016;2160.0302;;;8.9572
COLEGIO PEDRO II;RJ;CAMPUS SÃO CRISTÓVÃO III;2016;1768.47027;;;34.8238
COLEGIO PEDRO II;RJ;CAMPUS TIJUCA I;2016;1058.1288;;;
COLEGIO PEDRO II;RJ;CAMPUS TIJUCA II;2016;2221.03128;;;8.0054
INSTITUTO FEDERAL DO RIO DE JANEIRO;RJ;CAMPUS ARRAIAL DO CABO;2013;855.75465;9.7088;;
INSTITUTO FEDERAL DO RIO DE JANEIRO;RJ;CAMPUS AVANÇADO MESQUITA;2016;51.96001;;0;24.9856
INSTITUTO FEDERAL DO RIO DE JANEIRO;RJ;CAMPUS AVANÇADO RESENDE;2016;395.07845;;;
INSTITUTO FEDERAL DO RIO DE JANEIRO;RJ;CAMPUS BELFORD ROXO;2018;237.3159;;;
INSTITUTO FEDERAL DO RIO DE JANEIRO;RJ;CAMPUS DUQUE DE CAXIAS;2009;3126.55745;;;
INSTITUTO FEDERAL DO RIO DE JANEIRO;RJ;CAMPUS ENGENHEIRO PAULO DE FRONTIN;2013;402.1642;122.5092;;182.9101
INSTITUTO FEDERAL DO RIO DE JANEIRO;RJ;CAMPUS NILÓPOLIS;2009;4993.20697;;;35.3802
INSTITUTO FEDERAL DO RIO DE JANEIRO;RJ;CAMPUS NITERÓI;2018;982.4478;;;
INSTITUTO FEDERAL DO RIO DE JANEIRO;RJ;CAMPUS PARACAMBI;2009;2870.0396;;;
INSTITUTO FEDERAL DO RIO DE JANEIRO;RJ;CAMPUS PINHEIRAL;2009;3260.8356;;;
INSTITUTO FEDERAL DO RIO DE JANEIRO;RJ;CAMPUS REALENGO;2009;2500.33315;;;
INSTITUTO FEDERAL DO RIO DE JANEIRO;RJ;CAMPUS RIO DE JANEIRO;2009;3694.62113;;;
INSTITUTO FEDERAL DO RIO DE JANEIRO;RJ;CAMPUS SÃO GONÇALO;2010;1732.0035;;;
INSTITUTO FEDERAL DO RIO DE JANEIRO;RJ;CAMPUS SÃO JOÃO DE MERITI;2018;326.3038;;;25.0035
INSTITUTO FEDERAL DO RIO DE JANEIRO;RJ;CAMPUS VOLTA REDONDA;2009;1941.18201;;;26.12075
INSTITUTO FEDERAL FLUMINENSE;RJ;CAMPUS AVANÇADO CAMBUCI;2014;1085.8351;;;70
INSTITUTO FEDERAL FLUMINENSE;RJ;CAMPUS BOM JESUS DO ITABAPOANA;2009;3057.96066;;;0
INSTITUTO FEDERAL FLUMINENSE;RJ;CAMPUS CABO FRIO;2009;2411.94675;;;60.97005
INSTITUTO FEDERAL FLUMINENSE;RJ;CAMPUS CAMPOS CENTRO;2009;11472.56145;;;
INSTITUTO FEDERAL FLUMINENSE;RJ;CAMPUS CAMPOS GUARUS;2009;2938.73643;67.4404;;0.6756
INSTITUTO FEDERAL FLUMINENSE;RJ;CAMPUS ITABORAÍ;2021;132.43065;;;98.5928
INSTITUTO FEDERAL FLUMINENSE;RJ;CAMPUS ITAPERUNA;2009;2378.18485;;;27.827
INSTITUTO FEDERAL FLUMINENSE;RJ;CAMPUS MACAÉ;2009;4071.1645;;;
INSTITUTO FEDERAL FLUMINENSE;RJ;CAMPUS MARICÁ;2015;1482.85745;;;
INSTITUTO FEDERAL FLUMINENSE;RJ;CAMPUS QUISSAMÃ;2013;961.69565;63.75;;1.425
